movie_name,release_date,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,domestic_box_office_usd,international_box_office_usd,worldwide_box_office_usd,opening_weekend_usd,legs,infl_adj_dom_bo_usd,mpaa_rating,running_time_minutes,source,genre,production_method,creative_type,domestic_share_percentage,release_year,release_month,release_quarter,opening_theaters,max_theaters,avg_weeks_per_theater,is_franchise,profit_worldwide,profit_domestic,roi_worldwide,roi_domestic,log_domestic_box_office,log_worldwide_box_office,log_budget,log_opening_weekend,log_opening_theaters,log_max_theaters,imdb_id,imdb_rating,imdb_votes
Jigsaw,2017-10-27,10000000,38052832,104223315,38052832.0,66170483.0,104223315.0,16640452.0,2.29,45731272.0,R,91.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,36.5,2017.0,10.0,4.0,2941.0,2941.0,3.7,1,94223315.0,28052832.0,10.4223315,3.8052832,17.454486094165272,18.46204642424872,16.118095750958314,16.627347216544475,7.9868449011613825,7.9868449011613825,tt3348730,5.7,"101,940"
Jeepers Creepers,2001-08-31,10000000,37904175,58939035,37904175.0,21034860.0,58939035.0,13106108.0,2.89,72192043.0,R,91.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,64.3,2001.0,8.0,3.0,2944.0,2944.0,5.3,1,48939035.0,27904175.0,5.8939035,3.7904175,17.45057184867934,17.89201417952419,16.118095750958314,16.388589015348458,7.987864096085687,7.987864096085687,tt0263488,6.2,"155,503"
St. Elmo’s Fire,1985-06-28,10000000,37800000,37800489,37800000.0,489.0,37800489.0,6128157.0,6.17,114784222.0,R,108.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,100.0,1985.0,6.0,2.0,1204.0,1207.0,8.6,0,27800489.0,27800000.0,3.7800489,3.78,17.44781968704484,17.44783262346876,16.118095750958314,15.628404773359998,7.094234845924755,7.0967213784947605,tt0090060,6.4,"50,501"
Recess: School's Out,2001-02-16,10000000,36696761,44451470,36696761.0,7754709.0,44451470.0,13455016.0,2.73,69892410.0,G,82.0,Based on TV,Adventure,Live Action,Kids Fiction,82.6,2001.0,2.0,1.0,2624.0,2630.0,6.1,0,34451470.0,26696761.0,4.445147,3.6696761,17.41819908024957,17.609908612739943,16.118095750958314,16.414862605613173,7.872836175025724,7.875119281040293,tt0265632,6.5,"12,268"
Mad Max Beyond Thunderdome,1985-07-10,10000000,36230219,36230294,36230219.0,75.0,36230294.0,7283714.0,4.97,110017392.0,PG-13,107.0,Original Screenplay,Action,Live Action,Science Fiction,100.0,1985.0,7.0,3.0,1475.0,1475.0,5.4,1,26230294.0,26230219.0,3.6230294,3.6230219,17.405404135168585,17.405406205261517,16.118095750958314,15.801151592210784,7.297091005160418,7.297091005160418,tt0089530,6.2,"161,164"
The Boy,2016-01-21,10000000,35819556,68220952,35819556.0,32401396.0,68220952.0,10778392.0,3.32,44639861.0,PG-13,97.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,52.5,2016.0,1.0,1.0,2671.0,2671.0,4.3,1,58220952.0,25819556.0,6.8220952,3.5819556,17.394004587127846,18.03826230436761,16.118095750958314,16.193054039976523,7.890582534656536,7.890582534656536,tt3882082,6.0,"107,626"
Commando,1985-10-04,10000000,35073978,35078913,35073978.0,4935.0,35078913.0,7700015.0,4.56,106506325.0,R,90.0,Original Screenplay,Action,Live Action,Contemporary Fiction,100.0,1985.0,10.0,4.0,1495.0,1504.0,7.0,0,25078913.0,25073978.0,3.5078913,3.5073978,17.37297007447709,17.373110767178336,16.118095750958314,15.85673296474383,7.310550158534422,7.316548177182976,tt0088944,6.7,"185,993"
"Everything, Everything",2017-05-19,10000000,34121140,61603136,34121140.0,27481996.0,61603136.0,11727390.0,2.91,41006236.0,PG-13,96.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,55.4,2017.0,5.0,2.0,2801.0,2801.0,3.8,0,51603136.0,24121140.0,6.1603136,3.412114,17.345427720825807,17.936223352531773,16.118095750958314,16.277437774748037,7.938088726896952,7.938088726896952,tt5001718,6.3,"43,790"
Devil,2010-09-17,10000000,33679655,63354114,33679655.0,29674459.0,63354114.0,12289375.0,2.74,46016058.0,PG-13,80.0,Original Screenplay,Horror,Live Action,Fantasy,53.2,2010.0,9.0,3.0,2809.0,2811.0,4.3,0,53354114.0,23679655.0,6.3354114,3.3679655,17.332404533509518,17.964250419212206,16.118095750958314,16.324245707267057,7.940939762327791,7.941651252930556,tt1314655,6.3,"164,524"
Friday After Next,2002-11-22,10000000,33253609,33526835,33253609.0,273226.0,33526835.0,13010767.0,2.56,61654421.0,R,82.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,99.2,2002.0,11.0,4.0,1616.0,1621.0,4.5,1,23526835.0,23253609.0,3.3526835,3.3253609,17.31967389060126,17.327856750733133,16.118095750958314,16.381287880260615,7.388327859577107,7.3914152346753585,tt0293815,5.8,"32,573"
The Second Best Exotic Marigold Hotel,2015-02-26,10000000,33078266,89400862,33078266.0,56322596.0,89400862.0,8540370.0,3.87,42299373.0,PG,122.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,37.0,2015.0,2.0,1.0,1573.0,2022.0,5.0,1,79400862.0,23078266.0,8.9400862,3.3078266,17.31438703859752,18.308640893341,16.118095750958314,15.9603150074441,7.3613754289773485,7.612336837167746,tt2555736,6.5,"37,581"
The Last Dragon,1985-03-22,10000000,33000000,33000750,33000000.0,750.0,33000750.0,5254359.0,6.28,100208444.0,PG-13,107.0,Original Screenplay,Action,Live Action,Contemporary Fiction,100.0,1985.0,3.0,1.0,1038.0,1039.0,7.5,0,23000750.0,23000000.0,3.300075,3.3,17.312018149733785,17.312040876747563,16.118095750958314,15.474568766103737,6.946013991099227,6.946975992135418,tt0089461,6.8,"18,701"
How to Be a Latin Lover,2017-04-28,10000000,32149404,62556228,32149404.0,30406824.0,62556228.0,12252439.0,2.62,38636630.0,PG-13,115.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,51.4,2017.0,4.0,2.0,1118.0,1203.0,4.6,0,52556228.0,22149404.0,6.2556228,3.2149404,17.2859045014782,17.951576374251538,16.118095750958314,16.321235658794045,7.020190708311925,7.093404625868766,tt4795124,6.0,"18,731"
Nick and Norah's Infinite Playlist,2008-10-03,10000000,31487293,33886017,31487293.0,2398724.0,33886017.0,11311751.0,2.78,47274784.0,PG-13,86.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,92.9,2008.0,10.0,4.0,2421.0,2421.0,4.0,0,23886017.0,21487293.0,3.3886017,3.1487293,17.26509465734292,17.33851303889287,16.118095750958314,16.24135274325723,7.792348924113037,7.792348924113037,tt0981227,6.6,"96,430"
Calendar Girls,2003-10-09,10000000,31011616,93074616,31011616.0,62063000.0,93074616.0,151393.0,6.99,54193669.0,PG-13,108.0,Based on Real Life Events,Comedy,Live Action,Dramatization,33.3,2003.0,10.0,4.0,24.0,967.0,8.2,0,83074616.0,21011616.0,9.3074616,3.1011616,17.24987243418668,18.348912062753534,16.118095750958314,11.9276409890813,3.218875824868201,6.875232087276577,tt0337909,6.9,"28,384"
Dogma,1999-11-12,10000000,30651422,43948865,30651422.0,13297443.0,43948865.0,8669945.0,3.54,64840169.0,R,125.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,69.7,1999.0,11.0,4.0,1269.0,1330.0,6.5,1,33948865.0,20651422.0,4.3948865,3.0651422,17.238189646674975,17.5985373797148,16.118095750958314,15.975373120363626,7.146772179452637,7.193685818395112,tt0120655,7.3,"239,103"
Slender Man,2018-05-18,10000000,30564825,51945949,30564825.0,21381124.0,51945949.0,11371866.0,2.69,36167816.0,PG-13,93.0,Based on Folk Tale/Legend/Fairytale,Horror,Live Action,Contemporary Fiction,58.8,2018.0,5.0,2.0,2358.0,2358.0,4.3,0,41945949.0,20564825.0,5.1945949,3.0564825,17.235360428642892,17.765714312893987,16.118095750958314,16.246653056292445,7.765993079407675,7.765993079407675,tt5690360,3.3,"42,000"
The Banger Sisters,2002-09-20,10000000,30306281,38067218,30306281.0,7760937.0,38067218.0,10037846.0,3.02,56230927.0,R,98.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,79.6,2002.0,9.0,3.0,2738.0,2738.0,4.3,0,28067218.0,20306281.0,3.8067218,3.0306281,17.226865575723053,17.454864076045034,16.118095750958314,16.12187320700076,7.915348169263078,7.915348169263078,tt0280460,5.7,"17,585"
Snatch,2000-09-01,10000000,30093107,83593107,30093107.0,53500000.0,83593107.0,27932.0,3.76,57320861.0,R,103.0,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,36.0,2000.0,9.0,3.0,1.0,1444.0,4.5,0,73593107.0,20093107.0,8.3593107,3.0093107,17.219806733401782,18.241471634465164,16.118095750958314,10.23756406455664,0.6931471805599453,7.275864600546533,tt1345914,N/A,N/A
Teen Titans Go! To The Movies,2018-07-27,10000000,29790236,51620593,29790236.0,21830357.0,51620593.0,10411189.0,2.86,35251236.0,PG,92.0,Based on TV,Adventure,Digital Animation,Kids Fiction,57.7,2018.0,7.0,3.0,3188.0,3188.0,3.2,0,41620593.0,19790236.0,5.1620593,2.9790236,17.20969128034765,17.7594312593563,16.118095750958314,16.158391747218324,8.067462667010057,8.067462667010057,tt7424200,6.7,"23,036"
When the Bough Breaks,2016-09-08,10000000,29747603,30768449,29747603.0,1020846.0,30768449.0,14202323.0,2.09,37072733.0,PG-13,107.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,96.7,2016.0,9.0,3.0,2246.0,2246.0,3.4,0,20768449.0,19747603.0,3.0768449,2.9747603,17.208259148897444,17.242000372288768,16.118095750958314,16.46891617115216,7.717351272185329,7.717351272185329,tt1389139,5.2,"8,730"
One Direction: This is Us,2013-08-30,10000000,28873374,68154468,28873374.0,39281094.0,68154468.0,15815497.0,1.83,38284739.0,PG,92.0,Based on Real Life Events,Concert/Performance,Live Action,Factual,42.4,2013.0,8.0,3.0,2735.0,2735.0,3.6,0,58154468.0,18873374.0,6.8154468,2.8873374,17.178430448166342,18.037287289892245,16.118095750958314,16.57650090331875,7.914252278742441,7.914252278742441,tt2515086,4.4,"25,408"
Swimfan,2002-09-06,10000000,28564995,34084228,28564995.0,5519233.0,34084228.0,11326601.0,2.52,53000107.0,PG-13,85.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,83.8,2002.0,9.0,3.0,2856.0,2860.0,4.3,0,24084228.0,18564995.0,3.4084228,2.8564995,17.16769261010918,17.344345342602402,16.118095750958314,16.242664676282924,7.957527402230773,7.95892649305011,tt0283026,5.1,"21,553"
Employee of the Month,2006-10-06,10000000,28444855,38364855,28444855.0,9920000.0,38364855.0,11407751.0,2.49,46814576.0,PG-13,108.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,74.1,2006.0,10.0,4.0,2579.0,2579.0,4.0,0,28364855.0,18444855.0,3.8364855,2.8444855,17.163477893752948,17.462652390165772,16.118095750958314,16.24980368226948,7.855544677915663,7.855544677915663,tt0424993,5.6,"52,756"
Sinister 2,2015-08-19,10000000,27740955,54104225,27740955.0,26363270.0,54104225.0,10542116.0,2.63,35474188.0,R,97.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,51.3,2015.0,8.0,3.0,2766.0,2799.0,4.1,1,44104225.0,17740955.0,5.4104225,2.7740955,17.13842043512663,17.80642285536851,16.118095750958314,16.17088893479899,7.925518979786926,7.937374696163295,tt2752772,5.3,"64,672"
The Forest,2016-01-07,10000000,26594261,40749230,26594261.0,14154969.0,40749230.0,12741176.0,2.09,33142905.0,PG-13,93.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,65.3,2016.0,1.0,1.0,2451.0,2509.0,3.2,0,30749230.0,16594261.0,4.074923,2.6594261,17.09620603619654,17.52294752630744,16.118095750958314,16.360349590026193,7.804659297056102,7.828038032125829,tt3387542,4.8,"47,621"
The Fourth Kind,2009-11-06,10000000,26218170,49486874,26218170.0,23268704.0,49486874.0,12231160.0,2.14,37684250.0,PG-13,105.0,Based on Real Life Events,Thriller/Suspense,Live Action,Dramatization,53.0,2009.0,11.0,4.0,2527.0,2530.0,3.2,0,39486874.0,16218170.0,4.9486874,2.621817,17.081963277955253,17.71721804086489,16.118095750958314,16.319497433656515,7.8351837552667485,7.836369760545124,tt1220198,5.9,"85,388"
The Outsiders,1983-03-25,10000000,25750528,25776955,25750528.0,26427.0,25776955.0,5068165.0,5.08,87995933.0,PG-13,91.0,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,99.9,1983.0,3.0,1.0,829.0,1002.0,7.2,0,15776955.0,15750528.0,2.5776955,2.5750528,17.063965728552322,17.064991472475864,16.118095750958314,15.438489574425027,6.721425700790643,6.910750787961936,tt0086066,7.0,"107,862"
Sparkle,2012-08-17,10000000,24397469,24660323,24397469.0,262854.0,24660323.0,11643342.0,2.1,33040786.0,PG-13,112.0,Remake,Drama,Live Action,Historical Fiction,98.9,2012.0,8.0,3.0,2244.0,2244.0,3.4,0,14660323.0,14397469.0,2.4660323,2.4397469,17.009989996362812,17.020706194300292,16.118095750958314,16.27024515834645,7.716460800176355,7.716460800176355,tt1876451,5.8,"6,752"
Mud,2013-04-26,10000000,21590086,31556959,21590086.0,9966873.0,31556959.0,2215460.0,8.5,28627443.0,PG-13,130.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,68.4,2013.0,4.0,2.0,363.0,960.0,6.2,0,21556959.0,11590086.0,3.1556959,2.1590086,16.887744832126224,17.267304724841104,16.118095750958314,14.610971066216912,5.8971538676367405,6.8679744089702925,tt3379694,6.3,219
Skyline,2010-11-12,10000000,21416355,68264973,21416355.0,46848618.0,68264973.0,11692415.0,1.83,29260876.0,PG-13,94.0,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,31.4,2010.0,11.0,4.0,2880.0,2883.0,2.8,1,58264973.0,11416355.0,6.8264973,2.1416355,16.879665487129706,18.038907367232245,16.118095750958314,16.274450984464007,7.965892735084528,7.96693349840484,tt1564585,4.5,"92,996"
The Grudge,2019-12-31,10000000,21216148,49503117,21216148.0,28286969.0,49503117.0,11404113.0,1.86,24943184.0,R,94.0,Based on Movie,Horror,Live Action,Contemporary Fiction,42.9,2019.0,12.0,4.0,2642.0,2642.0,2.7,1,39503117.0,11216148.0,4.9503117,2.1216148,16.870273194944573,17.717546215454128,16.118095750958314,16.249484725457194,7.879669914604289,7.879669914604289,tt3612126,4.4,"31,413"
The Disaster Artist,2017-12-01,10000000,21120616,28717667,21120616.0,7597051.0,28717667.0,1211345.0,3.32,25322220.0,R,98.0,Based on Factual Book/Article,Comedy,Live Action,Dramatization,73.5,2017.0,12.0,4.0,19.0,1010.0,4.1,0,18717667.0,11120616.0,2.8717667,2.1120616,16.865760230390766,17.17302310107599,16.118095750958314,14.00724269601239,2.995732273553991,6.918695219020472,tt3521126,7.3,"170,044"
American Fiction,2023-12-15,10000000,21098470,23026243,21098470.0,1927773.0,23026243.0,224469.0,8.12,21098470.0,R,117.0,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,91.6,2023.0,12.0,4.0,7.0,1902.0,4.8,0,13026243.0,11098470.0,2.3026243,2.109847,16.86471113136564,16.952145166876356,16.118095750958314,12.321497346945591,2.0794415416798357,7.551186867296149,tt23561236,7.5,"131,163"
Blair Witch,2016-09-15,10000000,20777061,38985577,20777061.0,18208516.0,38985577.0,9576057.0,2.17,25893258.0,R,89.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,53.3,2016.0,9.0,3.0,3121.0,3121.0,2.9,1,28985577.0,10777061.0,3.8985577,2.0777061,16.849360147691392,17.47870234083114,16.118095750958314,16.07477658301029,8.046229101075378,8.046229101075378,tt1540011,5.0,"52,891"
A Prairie Home Companion,2006-06-09,10000000,20342852,26716191,20342852.0,6373339.0,26716191.0,4566293.0,4.46,33480287.0,PG-13,105.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,76.1,2006.0,6.0,2.0,760.0,767.0,7.4,0,16716191.0,10342852.0,2.6716191,2.0342852,16.82824020423513,17.100780381506436,16.118095750958314,15.33421249296089,6.634633357861686,6.643789733147672,tt0420087,6.7,"23,948"
Reno 911!: Miami,2007-02-23,10000000,20342161,21851362,20342161.0,1509201.0,21851362.0,10273477.0,1.98,31873323.0,R,80.0,Based on TV,Comedy,Live Action,Contemporary Fiction,93.1,2007.0,2.0,1.0,2702.0,2702.0,2.9,0,11851362.0,10342161.0,2.1851362,2.0342161,16.828206235954667,16.899773857423032,16.118095750958314,16.145076180854076,7.902117546276448,7.902117546276448,tt0499554,5.9,"28,484"
Jane Austen's Mafia,1998-07-24,10000000,19843795,30143795,19843795.0,10300000.0,30143795.0,6577961.0,3.02,45611107.0,PG-13,84.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,65.8,1998.0,7.0,3.0,1942.0,1944.0,3.6,0,20143795.0,9843795.0,3.0143795,1.9843795,16.80340197216479,17.221489688819403,16.118095750958314,15.699235528882587,7.57198844937744,7.573017256052546,,,
Paranormal Activity: The Ghost Dimension,2015-10-21,10000000,18297124,77959374,18297124.0,59662250.0,77959374.0,8070493.0,2.27,23397742.0,R,88.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,23.5,2015.0,10.0,4.0,1656.0,1656.0,3.3,1,67959374.0,8297124.0,7.7959374,1.8297124,16.722254501644414,18.17169841563974,16.118095750958314,15.903725252746831,7.412764017426563,7.412764017426563,tt2473510,4.6,"32,899"
Sugar Hill,1994-02-25,10000000,18272447,18423914,18272447.0,151467.0,18423914.0,5712485.0,3.2,48278661.0,R,123.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,99.2,1994.0,2.0,1.0,845.0,859.0,5.6,0,8423914.0,8272447.0,1.8423914,1.8272447,16.720904909526094,16.729160106924468,16.118095750958314,15.55816486341573,6.740519359606223,6.756932389247553,,,
Roll Bounce,2005-09-23,10000000,17380866,17433072,17380866.0,52206.0,17433072.0,7570366.0,2.3,29230089.0,PG-13,107.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,99.7,2005.0,9.0,3.0,1625.0,1661.0,3.4,0,7433072.0,7380866.0,1.7433072,1.7380866,16.67088056148251,16.673879707177147,16.118095750958314,15.839752105083916,7.3938782901077555,7.415776975415394,tt0403455,6.2,"7,956"
The Good Liar,2019-11-08,10000000,17156058,33856058,17156058.0,16700000.0,33856058.0,5605051.0,3.06,20189733.0,R,110.0,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,50.7,2019.0,11.0,4.0,2439.0,2454.0,3.4,0,23856058.0,7156058.0,3.3856058,1.7156058,16.65786196364307,17.33762853687345,16.118095750958314,15.539178891876228,7.799753318287247,7.805882040228621,tt5563334,6.7,"53,525"
Rushmore,1998-12-11,10000000,17105219,19080435,17105219.0,1975216.0,19080435.0,43666.0,4.57,36307396.0,R,107.0,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,89.6,1998.0,12.0,4.0,2.0,830.0,5.7,0,9080435.0,7105219.0,1.9080435,1.7105219,16.654894238047465,16.764174074876372,16.118095750958314,10.68434794707383,1.0986122886681098,6.7226297948554485,,,
Tremors,1990-01-19,10000000,16667084,16668089,16667084.0,1005.0,16668089.0,3731520.0,4.47,42576095.0,PG-13,96.0,Original Screenplay,Comedy,Live Action,Science Fiction,100.0,1990.0,1.0,1.0,1472.0,1477.0,2.9,1,6668089.0,6667084.0,1.6668089,1.6667084,16.62894637440931,16.62900667107794,16.118095750958314,15.132326483301377,7.29505641646263,7.298445101508147,tt0100814,7.2,"164,656"
The Perfect Man,2005-06-17,10000000,16535005,19535005,16535005.0,3000000.0,19535005.0,5300980.0,3.12,27807689.0,PG,100.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,84.6,2005.0,6.0,2.0,2087.0,2090.0,3.1,0,9535005.0,6535005.0,1.9535005,1.6535005,16.62099026726461,16.78771859361229,16.118095750958314,15.48340245573413,7.643961949002529,7.645397699428633,tt0380623,5.4,"33,100"
Kung Pow: Enter the Fist,2002-01-25,10000000,16033556,17033556,16033556.0,1000000.0,17033556.0,7017474.0,2.28,29749005.0,PG-13,81.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,94.1,2002.0,1.0,1.0,2478.0,2478.0,3.0,0,7033556.0,6033556.0,1.7033556,1.6033556,16.590194396414528,16.65069589753507,16.118095750958314,15.763914024689564,7.8156105320351905,7.8156105320351905,tt0240468,6.2,"50,110"
The Birth of a Nation,2016-10-07,10000000,15861566,16891011,15861566.0,1029445.0,16891011.0,7004254.0,2.26,19767361.0,R,118.0,Based on Real Life Events,Drama,Live Action,Dramatization,93.9,2016.0,10.0,4.0,2105.0,2105.0,2.7,0,6891011.0,5861566.0,1.6891011,1.5861566,16.579409571308034,16.64229220409974,16.118095750958314,15.762028379492124,7.652545692693921,7.652545692693921,tt4196450,6.5,"22,470"
The Unholy,2021-04-02,10000000,15532137,30792024,15532137.0,15259887.0,30792024.0,3153456.0,4.93,16463755.0,PG-13,99.0,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,50.4,2021.0,4.0,2.0,1850.0,2057.0,6.1,0,20792024.0,5532137.0,3.0792024,1.5532137,16.558421854677047,17.242766285844585,16.118095750958314,14.96400986934994,7.523481312573497,7.629489916393995,tt9419056,5.1,"30,670"
Wrong Turn,2003-05-30,10000000,15417771,28649556,15417771.0,13231785.0,28649556.0,5161498.0,2.99,27562778.0,R,84.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,53.8,2003.0,5.0,2.0,1615.0,1615.0,3.6,1,18649556.0,5417771.0,2.8649556,1.5417771,16.55103142798177,17.170648538527292,16.118095750958314,15.456737599145631,7.38770923908104,7.38770923908104,tt0295700,6.1,"144,481"
"The Goods: Live Hard, Sell Hard",2009-08-14,10000000,15122676,15297318,15122676.0,174642.0,15297318.0,5642137.0,2.68,21736328.0,R,89.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,98.9,2009.0,8.0,3.0,1838.0,1849.0,3.2,0,5297318.0,5122676.0,1.5297318,1.5122676,16.531705963308664,16.54318814225014,16.118095750958314,15.545773629656509,7.516977224604321,7.52294091807237,tt1092633,5.7,"23,263"
